1528.300 ( 28.765 ) 1528.300 ( 28.765 ) 1773.496 ( 16.836 ) 2240.400 ( 99.869 )
1502.500 ( 24.899 ) 1513.450 ( 30.711 ) 1765.885 ( 14.979 ) 2213.450 ( 111.849 )
1497.400 ( 25.535 ) 1533.250 ( 33.240 ) 1774.794 ( 13.828 ) 2252.300 ( 162.049 )
1485.900 ( 21.118 ) 1521.800 ( 35.636 ) 1786.436 ( 10.195 ) 2222.750 ( 96.487 )
1482.900 ( 19.708 ) 1535.050 ( 27.347 ) 1803.558 ( 14.483 ) 2331.650 ( 99.294 )
1480.900 ( 14.697 ) 1530.800 ( 21.992 ) 1798.795 ( 13.220 ) 2279.800 ( 120.696 )
1478.400 ( 19.671 ) 1522.700 ( 41.366 ) 1795.543 ( 14.809 ) 2297.950 ( 92.781 )
1476.400 ( 19.257 ) 1519.850 ( 30.689 ) 1799.467 ( 9.856 ) 2288.050 ( 100.095 )
1473.050 ( 21.449 ) 1515.200 ( 31.015 ) 1795.120 ( 10.956 ) 2300.050 ( 78.262 )
1469.650 ( 19.407 ) 1517.150 ( 29.987 ) 1788.778 ( 14.570 ) 2283.500 ( 104.849 )
1469.100 ( 18.769 ) 1527.550 ( 31.247 ) 1792.041 ( 10.361 ) 2350.100 ( 112.134 )
1466.250 ( 16.819 ) 1520.150 ( 29.984 ) 1783.040 ( 12.848 ) 2290.350 ( 101.816 )
1466.250 ( 16.819 ) 1530.350 ( 29.147 ) 1791.374 ( 15.831 ) 2332.350 ( 152.752 )
1466.250 ( 16.819 ) 1532.400 ( 20.711 ) 1788.106 ( 16.779 ) 2327.550 ( 102.049 )
1462.950 ( 20.495 ) 1511.900 ( 36.600 ) 1785.406 ( 17.647 ) 2286.000 ( 88.555 )
1459.850 ( 24.794 ) 1518.700 ( 38.054 ) 1780.682 ( 12.623 ) 2300.850 ( 98.948 )
1459.400 ( 24.632 ) 1521.100 ( 25.491 ) 1785.468 ( 12.138 ) 2341.200 ( 105.363 )
1458.350 ( 23.470 ) 1513.600 ( 26.185 ) 1782.336 ( 14.041 ) 2267.200 ( 86.226 )
1458.350 ( 23.470 ) 1529.700 ( 21.597 ) 1781.642 ( 12.668 ) 2290.550 ( 114.583 )
1455.300 ( 22.933 ) 1513.200 ( 40.437 ) 1781.702 ( 15.767 ) 2265.450 ( 78.669 )
1454.000 ( 23.639 ) 1537.300 ( 34.648 ) 1782.348 ( 11.993 ) 2239.050 ( 77.168 )
1454.000 ( 23.639 ) 1520.850 ( 31.406 ) 1779.847 ( 16.926 ) 2306.550 ( 123.631 )
1454.000 ( 23.639 ) 1528.900 ( 27.446 ) 1777.807 ( 21.059 ) 2288.550 ( 95.661 )
1454.000 ( 23.639 ) 1519.050 ( 28.551 ) 1780.302 ( 11.623 ) 2295.250 ( 109.709 )
1453.450 ( 23.387 ) 1523.150 ( 30.388 ) 1778.053 ( 13.508 ) 2295.850 ( 128.647 )
1451.500 ( 22.301 ) 1523.050 ( 29.686 ) 1775.783 ( 10.500 ) 2226.400 ( 105.874 )
1449.550 ( 22.304 ) 1509.050 ( 36.232 ) 1776.356 ( 16.842 ) 2268.700 ( 96.665 )
1449.550 ( 22.304 ) 1523.500 ( 34.682 ) 1785.058 ( 14.152 ) 2267.250 ( 98.664 )
1449.250 ( 22.052 ) 1525.700 ( 37.138 ) 1783.291 ( 13.211 ) 2282.350 ( 144.169 )
1448.950 ( 21.738 ) 1523.650 ( 29.925 ) 1776.553 ( 13.422 ) 2267.900 ( 139.999 )
1448.950 ( 21.738 ) 1526.800 ( 35.263 ) 1779.791 ( 13.233 ) 2296.250 ( 131.966 )
