Iteration: 0	1890	1890	2344.45	3028
Iteration: 1	1808	1808	2292.97	2923
Iteration: 2	1808	1984	2429.64	3020
Iteration: 3	1808	2073	2747.71	3407
Iteration: 4	1808	1978	2647.01	3355
Iteration: 5	1715	1715	2645.23	3491
Iteration: 6	1715	2072	2583.29	3330
Iteration: 7	1715	1965	2535.33	3231
Iteration: 8	1715	1852	2595.05	3405
Iteration: 9	1715	2121	2564.64	3357
Iteration: 10	1715	2052	2543.05	3096
Iteration: 11	1715	1980	2564.92	3360
Iteration: 12	1715	2123	2578.73	3157
Iteration: 13	1715	2025	2562.34	3217
Iteration: 14	1715	1849	2529.99	3558
Iteration: 15	1715	1948	2553.6	3441
Iteration: 16	1715	1995	2592	3294
Iteration: 17	1715	1938	2573.06	3333
Iteration: 18	1715	1999	2540.9	3334
Iteration: 19	1715	2030	2540.21	3220
Iteration: 20	1715	1977	2475.58	3120
Iteration: 21	1715	1890	2453.81	3283
Iteration: 22	1715	1949	2512.21	3253
Iteration: 23	1715	1944	2537.36	3193
Iteration: 24	1715	1983	2552	3221
Iteration: 25	1715	1937	2550.33	3252
Iteration: 26	1715	1899	2526	3260
Iteration: 27	1715	1999	2560.85	3477
Iteration: 28	1715	1882	2536.41	3274
Iteration: 29	1715	1908	2521.15	3119
Iteration: 30	1715	1869	2523.51	3235
Iteration: 31	1715	2022	2525.97	3397
Iteration: 32	1715	2184	2572.71	3117
Iteration: 33	1715	1839	2488.6	3222
Iteration: 34	1715	1937	2531.62	3308
Iteration: 35	1715	1976	2564.2	3317
Iteration: 36	1715	1954	2472.03	3138
Iteration: 37	1715	1884	2492.09	3224
Iteration: 38	1715	1941	2538.62	3415
Iteration: 39	1715	2062	2528.53	3247
Iteration: 40	1715	1970	2555.15	3220
Iteration: 41	1715	1908	2489.49	3269
Iteration: 42	1715	1823	2563.5	3247
Iteration: 43	1715	1853	2510.64	3235
Iteration: 44	1715	1894	2514.56	3314
Iteration: 45	1715	2021	2596.61	3453
Iteration: 46	1715	1949	2482.07	3107
Iteration: 47	1715	2043	2566.72	3433
Iteration: 48	1715	1998	2497.65	3439
Iteration: 49	1715	1892	2537.61	3379
Iteration: 50	1715	1963	2536.84	3341
