Iteration: 0	1713	1713	1961.23	2419
Iteration: 1	1617	1617	1942.28	2323
Iteration: 2	1617	1656	1927.34	2323
Iteration: 3	1617	1690	1936.87	2519
Iteration: 4	1617	1716	1963.57	2768
Iteration: 5	1617	1719	1975.38	2528
Iteration: 6	1617	1658	1945.05	2269
Iteration: 7	1617	1681	1969.01	2539
Iteration: 8	1617	1694	1963.08	2575
Iteration: 9	1617	1752	1958.4	2479
Iteration: 10	1577	1577	1933.08	2623
Iteration: 11	1577	1656	1933.16	2417
Iteration: 12	1577	1693	1939.59	2364
Iteration: 13	1577	1670	1937.36	2341
Iteration: 14	1577	1632	1949.7	2583
Iteration: 15	1577	1639	1935.24	2305
Iteration: 16	1577	1648	1918.17	2203
Iteration: 17	1577	1625	1950.51	2326
Iteration: 18	1577	1649	1965.07	2567
Iteration: 19	1577	1649	1949.38	2438
Iteration: 20	1577	1693	1938.75	2767
Iteration: 21	1577	1675	1943.92	2567
Iteration: 22	1577	1629	1948.21	2441
Iteration: 23	1577	1689	1953.53	2358
Iteration: 24	1577	1682	1941.52	2279
Iteration: 25	1577	1658	1941.83	2564
Iteration: 26	1577	1628	1954.75	2423
Iteration: 27	1577	1700	1960.82	2489
Iteration: 28	1577	1628	1923.13	2209
Iteration: 29	1577	1702	1962.36	2380
Iteration: 30	1577	1662	1968.56	2758
Iteration: 31	1577	1681	1939.63	2470
Iteration: 32	1577	1662	1921.5	2378
Iteration: 33	1577	1660	1951.06	2367
Iteration: 34	1577	1657	1949.47	2327
Iteration: 35	1577	1654	1956.61	2385
Iteration: 36	1577	1702	1942.65	2343
Iteration: 37	1577	1592	1931.9	2487
Iteration: 38	1577	1653	1950.71	2357
Iteration: 39	1577	1630	1962.05	2503
Iteration: 40	1577	1693	1956.62	2495
Iteration: 41	1577	1657	1919.28	2660
Iteration: 42	1577	1645	1957.52	2277
Iteration: 43	1577	1634	1944.74	2303
Iteration: 44	1577	1645	1950.33	2315
Iteration: 45	1577	1615	1940.86	2298
Iteration: 46	1577	1594	1923.49	2427
Iteration: 47	1577	1646	1941.46	2431
Iteration: 48	1577	1713	1960.87	2579
Iteration: 49	1577	1720	1967.31	2622
Iteration: 50	1577	1701	1944.2	2443
Iteration: 51	1577	1666	1950.37	2414
Iteration: 52	1577	1612	1908.58	2455
Iteration: 53	1577	1695	1926.73	2372
Iteration: 54	1577	1728	1958.59	2485
Iteration: 55	1577	1648	1953.61	2770
Iteration: 56	1577	1670	1947.63	2383
Iteration: 57	1577	1623	1950.78	2482
Iteration: 58	1577	1699	1935.89	2391
Iteration: 59	1577	1597	1947.51	2590
Iteration: 60	1577	1651	1958.31	2532
Iteration: 61	1577	1685	1944.86	2378
Iteration: 62	1577	1615	1938.03	2481
Iteration: 63	1577	1618	1940.47	2319
Iteration: 64	1577	1628	1930.17	2457
Iteration: 65	1577	1636	1952.9	2621
Iteration: 66	1577	1656	1939.37	2394
Iteration: 67	1577	1661	1939.41	2854
Iteration: 68	1577	1620	1950.89	2577
Iteration: 69	1577	1616	1924.05	2272
Iteration: 70	1577	1626	1959.1	2446
Iteration: 71	1577	1735	1967.69	2386
Iteration: 72	1577	1650	1941.28	2458
Iteration: 73	1577	1619	1961.05	2568
Iteration: 74	1577	1703	1944.98	2341
Iteration: 75	1577	1627	1945.75	2406
Iteration: 76	1577	1690	1945.04	2471
Iteration: 77	1577	1643	1918.48	2205
Iteration: 78	1577	1579	1944.91	2336
Iteration: 79	1577	1668	1927.16	2448
Iteration: 80	1577	1592	1942.57	2449
Iteration: 81	1577	1625	1949.73	2507
Iteration: 82	1561	1561	1909.83	2266
Iteration: 83	1561	1660	1945.8	2261
Iteration: 84	1561	1646	1943.59	2529
Iteration: 85	1561	1693	1950.52	2654
Iteration: 86	1561	1712	1974.15	2404
Iteration: 87	1561	1643	1965.43	2462
Iteration: 88	1561	1638	1938.93	2632
Iteration: 89	1561	1677	1925.67	2330
Iteration: 90	1561	1629	1947.76	2484
Iteration: 91	1561	1718	1949.17	2304
Iteration: 92	1561	1606	1940.41	2455
Iteration: 93	1561	1710	1941.98	2448
Iteration: 94	1561	1608	1934.29	2554
Iteration: 95	1561	1673	1980.47	2411
Iteration: 96	1561	1728	1967.01	2600
Iteration: 97	1561	1656	1957.59	2375
Iteration: 98	1561	1626	1955.28	2571
Iteration: 99	1561	1700	1971.06	2383
Iteration: 100	1561	1686	1946.26	2522
Iteration: 101	1561	1682	1961.36	2664
Iteration: 102	1561	1624	1925.8	2486
Iteration: 103	1561	1655	1950.06	2475
Iteration: 104	1561	1607	1942.24	2278
Iteration: 105	1561	1678	1929.67	2565
Iteration: 106	1561	1666	1957.05	2630
Iteration: 107	1561	1597	1943.25	2318
Iteration: 108	1561	1615	1933.92	2337
Iteration: 109	1561	1682	1963.39	2410
