Iteration: 0	1770	1770	1993.08	2323
Iteration: 1	1645	1645	1888.4	2370
Iteration: 2	1531	1531	1898.2	2750
Iteration: 3	1531	1628	1951.4	2486
Iteration: 4	1531	1613	1912.64	2178
Iteration: 5	1531	1547	1853.88	2496
Iteration: 6	1531	1612	1879.8	2352
Iteration: 7	1531	1618	1891.6	2248
Iteration: 8	1531	1668	1986.96	2319
Iteration: 9	1531	1598	1938.96	2456
Iteration: 10	1531	1587	1906.52	2164
Iteration: 11	1531	1678	1962.48	2734
Iteration: 12	1531	1584	1812.24	2223
Iteration: 13	1531	1594	1940.12	2302
Iteration: 14	1531	1627	1920.2	2301
Iteration: 15	1531	1582	1858.04	2243
Iteration: 16	1531	1660	1912.72	2153
Iteration: 17	1531	1575	1883.28	2153
Iteration: 18	1531	1663	1882.4	2202
Iteration: 19	1531	1623	1876.2	2334
Iteration: 20	1531	1543	1899.88	2419
Iteration: 21	1531	1614	1900	2345
Iteration: 22	1531	1595	1925.84	2289
Iteration: 23	1531	1625	1839.56	2074
Iteration: 24	1531	1661	1861.92	2128
Iteration: 25	1531	1644	1912.36	2308
Iteration: 26	1524	1524	1840.48	2197
Iteration: 27	1524	1638	1874.56	2183
Iteration: 28	1524	1620	1896.8	2288
Iteration: 29	1524	1651	1900.16	2329
Iteration: 30	1524	1676	1966.6	2568
Iteration: 31	1524	1593	1844.72	2230
Iteration: 32	1524	1675	1876.64	2179
Iteration: 33	1524	1600	1888.28	2342
Iteration: 34	1524	1551	1851.88	2238
Iteration: 35	1524	1599	1892.64	2212
Iteration: 36	1524	1590	1887.92	2318
Iteration: 37	1524	1613	1897.16	2220
Iteration: 38	1524	1585	1947	2302
Iteration: 39	1524	1573	1892	2524
Iteration: 40	1524	1570	1927.72	2369
Iteration: 41	1524	1640	1938.36	2218
Iteration: 42	1524	1668	1946.4	2528
Iteration: 43	1524	1659	1843.16	2136
Iteration: 44	1524	1576	1856.4	2201
Iteration: 45	1524	1626	1908.08	2359
Iteration: 46	1524	1611	1930.16	2615
Iteration: 47	1524	1614	1976.88	2498
Iteration: 48	1524	1572	1961.16	2434
Iteration: 49	1524	1663	1934.88	2205
