Iteration: 0	1744	1744	2008.37	2588
Iteration: 1	1697	1697	1995.05	2434
Iteration: 2	1697	1743	2032.27	2649
Iteration: 3	1697	1787	2080.52	2536
Iteration: 4	1684	1684	2073.14	2579
Iteration: 5	1684	1745	2013.71	2583
Iteration: 6	1592	1592	2019.98	2612
Iteration: 7	1592	1623	2009.82	2552
Iteration: 8	1592	1658	1979.88	2550
Iteration: 9	1592	1725	2036.81	2538
Iteration: 10	1592	1692	1995.75	2452
Iteration: 11	1592	1642	2040.59	2573
Iteration: 12	1592	1605	1993.13	2432
Iteration: 13	1592	1620	1996.04	2545
Iteration: 14	1592	1620	2023.57	2497
Iteration: 15	1592	1702	1984.84	2641
Iteration: 16	1592	1625	1979.65	2633
Iteration: 17	1592	1627	1986.19	2649
Iteration: 18	1592	1729	2007.06	2466
Iteration: 19	1592	1623	1982.88	2509
Iteration: 20	1592	1645	1980.1	2738
Iteration: 21	1592	1677	1970.93	2461
Iteration: 22	1592	1687	1992.45	2644
Iteration: 23	1592	1689	1969.71	2530
Iteration: 24	1592	1600	2004.69	2681
Iteration: 25	1592	1686	1956.11	2380
Iteration: 26	1592	1654	1989.15	2586
Iteration: 27	1592	1715	2009.59	2473
Iteration: 28	1592	1607	1993.27	2474
Iteration: 29	1592	1666	1988.31	2542
Iteration: 30	1592	1638	1979.66	2382
Iteration: 31	1592	1748	1998.54	2616
Iteration: 32	1592	1720	2004.05	2645
Iteration: 33	1592	1624	1977.19	2620
Iteration: 34	1592	1668	1978.1	2383
Iteration: 35	1592	1684	1987.94	2709
Iteration: 36	1592	1642	2007.63	2628
Iteration: 37	1592	1682	1989.83	2538
Iteration: 38	1592	1682	1990.84	2473
Iteration: 39	1592	1680	2007.67	2466
Iteration: 40	1592	1681	2004.7	2635
Iteration: 41	1592	1605	1961.27	2483
Iteration: 42	1592	1657	2007.28	2483
Iteration: 43	1561	1561	1977.62	2918
Iteration: 44	1561	1670	1958.92	2503
Iteration: 45	1561	1654	1969.2	2419
Iteration: 46	1561	1700	1963.66	2750
Iteration: 47	1561	1617	1988.5	2476
Iteration: 48	1561	1689	1995.13	2655
Iteration: 49	1561	1628	1982.22	2675
Iteration: 50	1561	1692	1998.77	2597
Iteration: 51	1561	1673	1982.17	2549
Iteration: 52	1561	1664	2006.09	2674
Iteration: 53	1561	1637	1979.18	2479
Iteration: 54	1561	1569	1966.91	2375
Iteration: 55	1561	1642	1978.12	2412
Iteration: 56	1561	1627	1989.11	2388
Iteration: 57	1561	1602	1957.51	2317
Iteration: 58	1561	1611	2033.66	2582
Iteration: 59	1561	1719	2008.25	2638
Iteration: 60	1561	1614	1975.55	2574
Iteration: 61	1561	1686	1996.83	2429
Iteration: 62	1561	1720	1987.39	2521
Iteration: 63	1561	1616	1989.5	2541
Iteration: 64	1561	1688	1983.26	2415
Iteration: 65	1561	1704	1994.66	2559
Iteration: 66	1561	1706	2004.52	2639
Iteration: 67	1558	1558	2005.43	2467
Iteration: 68	1558	1646	1970.82	2665
Iteration: 69	1558	1605	1994.52	2370
Iteration: 70	1558	1611	1959.51	2517
Iteration: 71	1558	1728	1957.19	2412
Iteration: 72	1558	1659	1963.4	2471
Iteration: 73	1558	1723	2008.48	2610
Iteration: 74	1558	1712	1985.73	2603
Iteration: 75	1558	1667	1989.31	2457
Iteration: 76	1558	1647	1984.62	2435
Iteration: 77	1558	1612	1958.76	2425
Iteration: 78	1558	1688	1964.16	2392
Iteration: 79	1558	1560	1965.21	2421
Iteration: 80	1538	1538	2011.93	2610
Iteration: 81	1538	1645	1964.22	2397
Iteration: 82	1538	1691	1991.02	2397
Iteration: 83	1538	1667	1983.12	2574
Iteration: 84	1538	1654	1975.27	2685
Iteration: 85	1538	1647	1981.81	2375
Iteration: 86	1538	1610	1970.36	2405
Iteration: 87	1538	1707	1988.19	2480
Iteration: 88	1538	1713	1977.06	2452
Iteration: 89	1538	1636	1991.28	2436
Iteration: 90	1538	1654	1994.97	2708
Iteration: 91	1538	1670	1994.86	2690
Iteration: 92	1538	1681	1982.19	2804
